aeropuerto,oac,iata,tipo,denominacion,coordenadas,latitud,longitud,elev,uom_elev,ref,distancia_ref,direccion_ref,condicion,control,region,uso,trafico,sna,concesionado,provincia
EAU,SAWO,,Aerodromo,USHUAIA/EST. AERONAVAL,"""54°49'22""""S  68°18'15""""W""",-68.30416667,-54.82277778,6,Metros,Ushuaia,1,S,PRIVADO,NOCONTROL,RASU,,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
HTL,,,Helipuerto,TRENQUE LAUQUEN/EA. LA CHACOTA,"""35°54'48""""S  62°38'30""""W""",-62.641667,-35.913333,90,Metros,Trenque Lauquen,13,NE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
TRE,SAVT,REL,Aerodromo,TRELEW/ALMIRANTE ZAR,"""43°12'38""""S  65°16'13""""W""",-65.27027778,-43.21055556,43,Metros,Trelew,6.5,NNE,PUBLICO,CONTROL,RASU,,Internacional,SI,SI,CHUBUT
CPO,SADO,,Aerodromo,CAMPO DE MAYO,"""34°32' 4""""S  58°40'19""""W""",-58.672,-34.53433,24,Metros,Estacion San Miguel,3.5,ENE,PRIVADO,NOCONTROL,RACE,MIL,Nacional,NO,NO,BUENOS AIRES
HLT,,,Helipuerto,VILLA ROSA/LAS CHACRITAS,"""34°24'17""""S  58°51'49""""W""",-58.863589,-34.404632,19.66,Metros,Villa Rosa,1.5,NNE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
PRI,,,Aerodromo,CORONEL PRINGLES,"""38° 0'24""""S  61°19'55""""W""",-61.33194444,-38.00666667,247,Metros,Coronel Pringles,3,SE,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
SCT,,,Aerodromo,SAN CRISTOBAL,"""30°15'51""""S  61°13'12""""W""",-61.22,-30.26416667,74,Metros,San Cristobal,4,NNE,PRIVADO,NOCONTROL,RANO,,Nacional,NO,NO,SANTA FE
TOT,,,Aerodromo,ALTA GRACIA /EL TOTO,"""31°39' 1""""S  64°22' 8""""W""",-64.36888889,-31.65027778,540,Metros,Alta Gracia,5,E,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
AME,,,Aerodromo,AMEGHINO/SIGFRIDO ROHR,"""34°49'50""""S  62°28' 4""""W""",-62.46787,-34.83057,110,Metros,Florentino Ameghino,2,N,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
ROH,,,Aerodromo,ROBERTS/FUMIGACIONES HERBINSEC,"""35° 8'11""""S  61°59'25""""W""",-61.99028,-35.13652,102,Metros,Roberts,1.8,NO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
AUL,,,Aerodromo,AMEGHINO/AUGUSTO LEGUIZAMON,"""34°49' 5""""S  62°28'38""""W""",-62.47709,-34.81797,109,Metros,Florentino Ameghino,3,NNO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
CUM,SACC,LCM,Aerodromo,LA CUMBRE,"""31° 0'21""""S  64°31'56""""W""",-64.5321,-31.00589,1138,Metros,La Cumbre,4.5,SO,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
MCL,,,Aerodromo,MINA CLAVERO,"""31°43'49""""S  64°59'16""""W""",-64.98777778,-31.73027778,970,Metros,Mina Clavero,1,E,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,CORDOBA
OLV,,,Aerodromo,OLIVA,"""32° 3'37""""S  63°32'53""""W""",-63.54799,-32.06029,268,Metros,Oliva,2,SE,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,CORDOBA
ADO,SAWD,PUD,Aerodromo,PUERTO DESEADO,"""47°44' 6""""S  65°54'15""""W""",-65.9041,-47.73511,82,Metros,Puerto Deseado,2,N,PUBLICO,AERADIO,RASU,CIVIL,Nacional,NO,NO,SANTA CRUZ
HNP,,,Helipuerto,BUENOS AIRES/HOSPITAL NACIONAL DE PEDIATRIA PROF. JUAN GARRAHAM,"""34°37'52""""S  58°23'38""""W""",-58.393835,-34.63098,39,Metros,Av. Juan de Garay y Pichincha,0,Lindando,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,CIUDAD AUTONOMA DE BUENOS AIRES
LCP,,,Aerodromo,LONCOPUE,"""38° 4'54""""S  70°38'39""""W""",-70.64406,-38.08177,1106,Metros,Loncopue,3,OSO,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,NEUQUEN
RMY,SAWM,ROY,Aerodromo,RIO MAYO,"""45°42'14""""S  70°14'40""""W""",-70.24444444,-45.70388889,544,Metros,Rio Mayo,3,S,PUBLICO,AERADIO,RASU,,Nacional,NO,NO,CHUBUT
NDL,,,Aerodromo,TANDIL/AEROCLUB,"""37°15'47""""S  59° 5'37""""W""",-59.09361111,-37.26305556,165,Metros,Tandil,7,NNE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
PRC,,,Aerodromo,HUNTER/FUMIGACIONES FREDY,"""34°14'10""""S  60°34'55""""W""",-60.58194444,-34.23611111,53.7,Metros,Hunter,5,ONO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
PST,,,Aerodromo,PUERTO SAN MARTIN/TERMINAL 6,"""32°38'30""""S  60°45'12""""W""",-60.7534,-32.64155,0,Metros,Puerto General San Martin,7,N,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,SANTA FE
VTE,,,Aerodromo,SAN VICENTE,"""26°57'11""""S  54°29'16""""W""",-54.48789,-26.95314,550,Metros,San Vicente,2,N,PUBLICO,NOCONTROL,RANE,,Nacional,NO,NO,MISIONES
CCO,,,Aerodromo,CARLOS CASARES/OTTAVIANI,"""35°38'53""""S  61°21' 1""""W""",-61.35038,-35.64817,82,Metros,Carlos Casares,2,SSE,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
TRC,SAOC,RCU,Aerodromo,RIO CUARTO/AREA DE MATERIAL,"""33° 5'32""""S  64°16'10""""W""",-64.26934,-33.09216,421,Metros,Rio Cuarto,8,NE,PUBLICO,CONTROL,RANO,,Nacional,SI,SI,CORDOBA
CSQ,,,Aerodromo,CAPITAN SARMIENTO/QUEBRACHO HERRADO,"""34° 9'22""""S  59°52'24""""W""",-59.87336,-34.15622,52,Metros,Capitan Sarmiento,8,O,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
CAL,,,Aerodromo,CAMPO ARENAL,"""27° 4'20""""S  66°35'11""""W""",-66.58638889,-27.07222222,2324,Metros,Santa Maria,58,SO,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CATAMARCA
GPO,,,Aerodromo,GENERAL PINEDO,"""27°20'38""""S  61°16'29""""W""",-61.27484,-27.34401,91,Metros,General Pinedo,2,E,PUBLICO,NOCONTROL,RANE,CIVIL,Nacional,NO,NO,CHACO
HGS,,,Aerodromo,HUGHES/PLUS AGROSERVICIOS AEREOS,"""33°48'40""""S  61°20'15""""W""",-61.3375,-33.81111111,97,Metros,Hughes,1,S,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
ALL,,,Aerodromo,ALLEN,"""38°57'30""""S  67°48'10""""W""",-67.80277778,-38.95833333,290,Metros,Allen,3.5,E,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,RIO NEGRO
GNA,SAMA,,Aerodromo,GENERAL ALVEAR,"""35° 3'34""""S  67°41'35""""W""",-67.69319,-35.05939,454,Metros,General Alvear,7.5,S,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,MENDOZA
HEC,,,Helipuerto,LA PLATA/ECODYMA S.C.A.,"""34°56'27""""S  57°59'31""""W""",-57.991881,-34.940786,14,Metros,Estacion La Plata,5.5,SO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
PSV,,,Aerodromo,PRESIDENCIA ROQUE SAENZ PEÑA/ROVERE,"""26°46'59""""S  60°29'15""""W""",-60.48741,-26.78309,0,Metros,Presidencia Roque Saenz Peña,5.2,O,PRIVADO,NOCONTROL,RANE,,Nacional,NO,NO,CHACO
HRI,,,Helipuerto,HELIPLATAFORMA CARINA/TOTAL FINA ELF,"""52°45'26""""S  67°13'10""""W""",-67.219444,-52.757222,0,Pies,,0,,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
LZA,,,Aerodromo,LAGO LA ESPERANZA,"""42°13' 2""""S  71°48'19""""W""",-71.80522,-42.21713,560,Metros,Lago Puelo,24,SO,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,CHUBUT
MSR,,,Aerodromo,MERCEDES/EA. SANTA ROMANA,"""33°44'49""""S  65°14'44""""W""",-65.24549,-33.74683,472,Metros,Villa Reynolds,13,E,PRIVADO,NOCONTROL,RANO,,Nacional,NO,NO,SAN LUIS
VTO,,,Aerodromo,VENADO TUERTO/LA SIESTA,"""33°41'29""""S  62° 3'49""""W""",-62.06369,-33.69132,112,Metros,Venado Tuerto,12,NO,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,SANTA FE
ARY,,,Aerodromo,ARROYITO/ARCOR,"""31°25'20""""S  63° 0'18""""W""",-63.005,-31.42222222,148,Metros,Arroyito,4,E,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
CZU,,,Aerodromo,CURUZU CUATIA/AEROCLUB,"""29°46'44""""S  58° 5'49""""W""",-58.09694444,-29.77888889,80,Metros,Curuzu Cuatia,1.5,NO,PUBLICO,NOCONTROL,RANE,CIVIL,Nacional,NO,NO,CORRIENTES
FSA,SARF,FMA,Aerodromo,FORMOSA,"""26°12'46""""S  58°13'41""""W""",-58.22805556,-26.21277778,59,Metros,Formosa,7,S,PUBLICO,CONTROL,RANE,CIVIL,Internacional,SI,SI,FORMOSA
HLH,,,Helipuerto,LUJAN/HOMAQ,"""34°33'26""""S  59° 2'45""""W""",-59.045919,-34.557353,24,Metros,Lujan,6,N,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
EVC,,,Aerodromo,GDOR. VALENTIN VIRASORO/EA. VILLA CORINA,"""28° 2'28""""S  56° 4'16""""W""",-56.07106,-28.04099,123,Metros,Gobernador Valentin Virasoro,5,O,PRIVADO,NOCONTROL,RANE,CIVIL,Nacional,NO,NO,CORRIENTES
HMC,,,Helipuerto,GARIN/MIRAFLORES COUNTRY CLUB,"""34°26'45""""S  58°44' 3""""W""",-58.734061,-34.445915,21,Metros,Garin,2.6,S,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HOB,,,Helipuerto,ALTA GRACIA/ORESTE BERTA,"""31°37'59""""S  64°23'52""""W""",-64.397768,-31.633061,570,Metros,Alta Gracia,3.5,NE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
LLA,,,Aerodromo,LAS LAJITAS/AEROSOLUCIONES,"""24°44'56""""S  64°14' 6""""W""",-64.235,-24.74888889,492,Metros,Las Lajitas,4,OSO,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,SALTA
MIN,,,Aerodromo,VILLA MINETTI,"""28°37' 8""""S  61°36'13""""W""",-61.60359,-28.61901,75,Metros,Villa Minetti,5,E,PRIVADO,NOCONTROL,RANO,,Nacional,NO,NO,SANTA FE
VMR,SAOV,,Aerodromo,VILLA MARIA/AEROPUERTO REGIONAL,"""32°19'12""""S  63°13'36""""W""",-63.22654,-32.32006,202,Metros,Villa Maria,9,N,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
ANA,,,Aerodromo,PARANA/AEROCLUB,"""31°45'28""""S  60°22'26""""W""",-60.37388889,-31.75777778,60,Metros,La Picada,15,ESE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,ENTRE RIOS
GNR,SAHR,GNR,Aerodromo,GENERAL ROCA/DR. ARTURO HUMBERTO ILLIA,"""39° 0' 0""""S  67°37'11""""W""",-67.61972222,-39,260,Metros,General Roca,4.8,NO,PUBLICO,AERADIO,RACE,CIVIL,Nacional,SI,NO,RIO NEGRO
GSE,,,Aerodromo,GUAVIRAVI/EA. SANTA ELISA,"""29°18'16""""S  56°52'52""""W""",-56.88124,-29.30444,63,Metros,Guaviravi,8.7,NO,PRIVADO,NOCONTROL,RANE,CIVIL,Nacional,NO,NO,CORRIENTES
HDS,,,Aerodromo,HENDERSON,"""36°18'55""""S  61°44'52""""W""",-61.74777778,-36.31527778,150,Metros,Henderson,2.5,OSO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
MAC,,,Aerodromo,MACACHIN,"""37° 8'45""""S  63°40'44""""W""",-63.67893,-37.14581,140,Metros,Macachin,0,SO,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,LA PAMPA
CHO,,,Aerodromo,CHOLILA,"""42°28'50""""S  71°27'25""""W""",-71.45682,-42.4806,574,Metros,Cholila,4,NO,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,CHUBUT
HCD,,,Helipuerto,SAN MARTIN DE LOS ANDES/EA. LA CANDELARIA,"""40° 2'39""""S  71°21'60""""W""",-71.366646,-40.044053,914,Metros,San Martin de los Andes,13,N,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,NEUQUEN
LVA,,,Aerodromo,LAS VARAS/MACIAS,"""31°49' 2""""S  62°37'49""""W""",-62.63027778,-31.81722222,126,Metros,Las Varas,2,SO,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
USU,SAWH,USH,Aerodromo,USHUAIA/MALVINAS ARGENTINAS,"""54°50'36""""S  68°17'44""""W""",-68.29555556,-54.84333333,31,Metros,Ushuaia,0,Lindando,PUBLICO,CONTROL,RASU,,Internacional,SI,SI,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
MRD,,,Aerodromo,MERCEDES,"""34°38'20""""S  59°27'19""""W""",-59.45527778,-34.63888889,42,Metros,Mercedes,2.5,NO,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
VTS,,,Aerodromo,VENADO TUERTO/SAVESA,"""33°46'43""""S  61°58'34""""W""",-61.97609,-33.77872,110,Metros,Venado Tuerto,3,S,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,SANTA FE
CII,,,Aerodromo,CORRIENTES/ITA IBATE,"""27°26'54""""S  57°25'20""""W""",-57.42222222,-27.44833333,68,Metros,Ita Ibate,8,OSO,PRIVADO,NOCONTROL,RANE,CIVIL,Nacional,NO,NO,CORRIENTES
HAT,,,Helipuerto,ALMAFUERTE/TRANSENER S.A.,"""32°12'13""""S  64°18'53""""W""",-64.314603,-32.20354,500,Metros,Almafuerte,6.3,O,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
LPB,,,Aerodromo,COMANDANTE LUIS PIEDRABUENA,"""49°59'42""""S  68°56'59""""W""",-68.94984,-49.99499,24,Metros,Comandante Luis Piedrabuena,3.5,SSO,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,SANTA CRUZ
CEJ,,,Aerodromo,LAS CEJAS/AGROALAS SRL,"""26°52'11""""S  64°44'45""""W""",-64.74583333,-26.86972222,346,Metros,Las Cejas,2,NNO,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,TUCUMAN
ELP,,,Aerodromo,SANTA ROSA/EL PAMPERO,"""36°35'50""""S  64°11'12""""W""",-64.18672,-36.59712,178,Metros,Santa Rosa,10,NE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,LA PAMPA
ESR,,,Aerodromo,EL ESPINILLO/ESTANCIA SAN RAFAEL,"""25° 2'36""""S  58°35'29""""W""",-58.59132,-25.04338,88,Metros,El Espinillo,8,SE,PRIVADO,NOCONTROL,RANE,CIVIL,Nacional,NO,NO,FORMOSA
FUN,,,Aerodromo,DEAN FUNES,"""30°22'46""""S  64°22'47""""W""",-64.37973,-30.37934,689,Metros,Dean Funes,4.5,NNO,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
PED,,,Aerodromo,SAN PEDRO,"""33°42'12""""S  59°43'31""""W""",-59.72527778,-33.70333333,27,Metros,San Pedro,3.7,SO,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
TLS,,,Aerodromo,TILISARAO,"""32°45' 8""""S  65°16'54""""W""",-65.28158,-32.75226,751,Metros,Tilisarao,2.5,E,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,SAN LUIS
TXO,,,Aerodromo,EL TRAPIAL/CHEVRON TEXACO,"""37°21'54""""S  69°18' 7""""W""",-69.30194444,-37.365,883,Metros,Rincon de los Sauces,20,O,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,NEUQUEN
CAT,SANC,CTC,Aerodromo,CATAMARCA,"""28°35'35""""S  65°45' 4""""W""",-65.75111111,-28.59305556,464,Metros,San Fernando del Valle de Catamarca,15,SSE,PUBLICO,CONTROL,RANO,CIVIL,Nacional,SI,SI,CATAMARCA
GLH,,,Aerodromo,GENERAL LAS HERAS,"""34°55'14""""S  58°54'59""""W""",-58.91638889,-34.92055556,35,Metros,General Las Heras,3,E,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
SSR,,,Aerodromo,SALADILLO/SANTA RITA,"""35°49'42""""S  60° 8'48""""W""",-60.14666667,-35.82833333,54,Metros,Saladillo,38,SO,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
VNO,,,Aerodromo,VENADO TUERTO,"""33°40'47""""S  61°57'19""""W""",-61.95515,-33.67977,112,Metros,Venado Tuerto,6,N,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,SANTA FE
FMA,SACA,,Aerodromo,CORDOBA/CAPITAN D. OMAR DARIO GELARDI,"""31°26'31""""S  64°15'30""""W""",-64.25847,-31.44195,486,Metros,Cordoba,7,SO,PUBLICO,AERADIO,RANO,MIL,Nacional,NO,NO,CORDOBA
HSW,,,Helipuerto,HELIPLATAFORMA SWIBER PJW3000,"""53° 4'35""""S  67°57'50""""W""",-67.96400424,-53.07649481,36,Metros,Campo Vega Pleyade (531929S-0674311W 530346S-0674649W 525444S-0680635W 525554S-0681826W),0,,PRIVADO,NOCONTROL,RASU,,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
JUA,SANU,UAQ,Aerodromo,SAN JUAN/DOMINGO FAUSTINO SARMIENTO,"""31°34'17""""S  68°25' 6""""W""",-68.41833333,-31.57138889,597,Metros,San Juan,12,SE,PUBLICO,CONTROL,RANO,,Nacional,SI,SI,SAN JUAN
LIN,,,Aerodromo,LINCOLN,"""34°53'27""""S  61°31'53""""W""",-61.53138889,-34.89083333,85,Metros,Lincoln,3,S,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
SRC,SAOS,RLO,Aerodromo,SANTA ROSA DE CONLARA/VALLE DEL CONLARA,"""32°23' 5""""S  65°11' 9""""W""",-65.18583333,-32.38472222,616,Metros,Santa Rosa del Conlara,4.5,SSE,PUBLICO,CONTROL,RANO,,Nacional,NO,NO,SAN LUIS
HMG,,,Helipuerto,BUENOS AIRES / MADERO HARBOUR,"""34°37'16""""S  58°21'39""""W""",-58.36092778,-34.62097778,78.8,Metros,Edificio T5 - Complejo Madero Harbour,0,,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,CIUDAD AUTONOMA DE BUENOS AIRES
MAY,,,Aerodromo,VEINTICINCO DE MAYO,"""35°26'47""""S  60° 5'19""""W""",-60.08861111,-35.44638889,89,Metros,25 de Mayo,7,ENE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
PTM,SAWP,PMQ,Aerodromo,PERITO MORENO,"""46°32'18""""S  70°58'44""""W""",-70.97879,-46.53844,430,Metros,Perito Moreno,8,NO,PUBLICO,AERADIO,RASU,,Nacional,NO,NO,SANTA CRUZ
RLC,,,Aerodromo,REALICO,"""35° 3'32""""S  64°12'46""""W""",-64.21277,-35.05892,165,Metros,Realico,6,ESE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,LA PAMPA
BOE,,,Aerodromo,MORTEROS/AEROBOERO,"""30°43'51""""S  62° 0'29""""W""",-62.00809,-30.73091,96,Metros,Morteros,1,S,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,CORDOBA
GIL,,,Aerodromo,SAN ANDRES DE GILES,"""34°28'13""""S  59°25'29""""W""",-59.42472222,-34.47027778,51,Metros,San Andres de Giles,3,SE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
CHP,SAZY,CPC,Aerodromo,SAN MARTIN DE LOS ANDES/AVIADOR C. CAMPOS,"""40° 4'31""""S  71° 8'14""""W""",-71.13722222,-40.07527778,783,Metros,San Martin de los Andes,20,ENE,PUBLICO,CONTROL,RACE,CIVIL,Nacional,SI,SI,NEUQUEN
DIA,SAAC,COC,Aerodromo,CONCORDIA/COMODORO PIERRESTEGUI,"""31°17'49""""S  57°59'48""""W""",-57.99666667,-31.29694444,34,Metros,Concordia,12,N,PUBLICO,CONTROL,RACE,CIVIL,Nacional,SI,NO,ENTRE RIOS
HPD,,,Helipuerto,MENDOZA/POLICIA DE LA PROVINCIA DE MENDOZA,"""32°52'42""""S  68°52' 4""""W""",-68.867744,-32.878387,807,Metros,Aeropuerto de Mendoza,8,OSO,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,MENDOZA
JSM,SAWS,JSM,Aerodromo,JOSE DE SAN MARTIN,"""44° 2'50""""S  70°26'47""""W""",-70.44638889,-44.04722222,734,Metros,Jose de San Martin,0,Lindando,PUBLICO,AERADIO,RASU,CIVIL,Nacional,NO,NO,CHUBUT
FRO,,,Aerodromo,ROSARIO DE LA FRONTERA,"""25°49'34""""S  64°57'48""""W""",-64.96323,-25.82616,837,Metros,Rosario de la Frontera,3.6,S,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,SALTA
HMA,,,Helipuerto,HUDSON/MANUEL AFONSO,"""34°48'56""""S  58°11'43""""W""",-58.195412,-34.815509,11,Metros,,0,,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
NST,,,Aerodromo,NUESTRA SEÑORA DE TALAVERA/FINCA TOLOCHE,"""25°26'15""""S  63°51'29""""W""",-63.85805556,-25.4375,317,Metros,Nuestra Señora de Talavera,8,NO,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,SALTA
OSA,SAZR,RSA,Aerodromo,SANTA ROSA,"""36°35'18""""S  64°16'33""""W""",-64.27583333,-36.58833333,192,Metros,Santa Rosa,4.5,NNE,PUBLICO,CONTROL,RACE,,Nacional,SI,SI,LA PAMPA
VNA,,,Aerodromo,VERONICA,"""35°23'58""""S  57°22' 2""""W""",-57.36722222,-35.39944444,17,Metros,Veronica,2.5,SO,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
CLN,,,Aerodromo,COLON,"""32°15'39""""S  58° 9'22""""W""",-58.15611111,-32.26083333,20,Metros,Colon,5,S,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
FDO,SADF,FDO,Aerodromo,SAN FERNANDO,"""34°27'16""""S  58°35'27""""W""",-58.59091,-34.45454,3,Metros,San Fernando,2,SO,PUBLICO,CONTROL,RACE,,Internacional,SI,SI,BUENOS AIRES
CLD,,,Aerodromo,CHAÑAR LADEADO,"""33°20'21""""S  62° 2'13""""W""",-62.03693,-33.3391,112,Metros,Chañar Ladeado,0,Lindando,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,SANTA FE
ROS,SAAR,ROS,Aerodromo,ROSARIO/ISLAS MALVINAS,"""32°54'13""""S  60°47' 4""""W""",-60.78444444,-32.90361111,26,Metros,Rosario,13,ONO,PUBLICO,CONTROL,RACE,,Internacional,SI,NO,SANTA FE
APO,,,Aerodromo,APOSTOLES,"""27°54'12""""S  55°45'56""""W""",-55.76555556,-27.90333333,117,Metros,Apostoles,1.6,NO,PRIVADO,NOCONTROL,RANE,CIVIL,Nacional,NO,NO,MISIONES
BHB,,,Aerodromo,BAHIA BLANCA/AEROCLUB,"""38°40'19""""S  62°21' 9""""W""",-62.3525,-38.67194444,15,Metros,Bahia Blanca,9,NO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
CNA,,,Aerodromo,CAÑUELAS,"""35° 6'42""""S  58°43'35""""W""",-58.72638889,-35.11166667,30,Metros,Cañuelas,5,SE,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
CTA,,,Aerodromo,COPETONAS,"""38°44'37""""S  60°33'12""""W""",-60.55343,-38.74354,51,Metros,Copetonas,9,OSO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
FDD,,,Aerodromo,FORTIN DRAGONES/EL DESAFIO,"""23°14'33""""S  63°19'23""""W""",-63.32305556,-23.2425,244,Metros,Dragones,2,NE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,SALTA
HCN,,,Helipuerto,EMBALSE/CENTRAL NUCLEAR,"""32°13'46""""S  64°26'24""""W""",-64.439904,-32.229454,530,Metros,Embalse,0,SE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
HRE,,,Helipuerto,RECREO/TRANSENER S.A.,"""29°15'46""""S  65° 3'30""""W""",-65.058247,-29.262769,247,Metros,Recreo,0,,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CATAMARCA
NDR,,,Aerodromo,NORBERTO DE LA RIESTRA,"""35°19'39""""S  59°47'28""""W""",-59.7910805,-35.327583,38.5,Metros,Norberto de la Riestra,6,S,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
HZA,,,Aerodromo,MAIPU/ESTABLECIMIENTO EL ARAZA,"""36°46'33""""S  57°38'34""""W""",-57.64277778,-36.77583333,93,Metros,Estacion Santo Domingo,8.5,SE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
VMK,,,Aerodromo,VICUÑA MACKENNA/MARTIN FIERRO,"""33°56'35""""S  64°22'16""""W""",-64.37117,-33.94302,230,Metros,Vicuña Mackenna,2,SSE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,CORDOBA
PJO,,,Aerodromo,PEHUAJO/LA MARIELA,"""35°47'26""""S  61°56'31""""W""",-61.94194444,-35.79055556,86,Metros,Pehuajo,4.5,NO,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
SIS,SARE,RES,Aerodromo,RESISTENCIA,"""27°26'60""""S  59° 3'22""""W""",-59.05611111,-27.45,53,Metros,Resistencia,5,SO,PUBLICO,CONTROL,RANE,,Internacional,SI,SI,CHACO
URD,,,Aerodromo,URDINARRAIN,"""32°41'45""""S  58°53'56""""W""",-58.8989,-32.69589,66,Metros,Urdinarrain,0,SE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,ENTRE RIOS
